Id,FinServ__NetWorth__c,FinServ__CreditRating__c,Tier__c,FinServ__LifetimeValue__c,FinServ__LastUsedChannel__c,Ownership,TickerSymbol
001am00002A9fnMAAR,747560,Good,C,25000,Branch,Private,
001am00002A9fnNAAR,530304,Good,C,25000,Branch,Private,
001am00002A9fnOAAR,1020076,Good,C,25000,Call Center,Private,
001am00002A9fnPAAR,1043480,Good,C,25000,Branch,Private,
001am00002A9fnQAAR,3362368,Fair,C,58841,Mobile,Private,
001am00002A9fnRAAR,3643924,Fair,C,63768,Web,Subsidiary,
001am00002A9fnSAAR,2779928,Fair,C,48648,Mobile,Private,
001am00002A9fnTAAR,1569896,Good,C,27473,Other,Subsidiary,
001am00002A9fnUAAR,3129320,Good,C,54763,Mobile,Private,
001am00002A9fnVAAR,1539892,Good,C,26948,Other,Private,
001am00002A9fnWAAR,1372872,Fair,C,25000,Other,Public,HENR
001am00002A9fnXAAR,3041672,Fair,C,53229,Web,Private,
001am00002A9fnYAAR,1290656,Fair,C,25000,Other,Private,
001am00002A9fnZAAR,2597940,Fair,C,45463,Web,Private,
001am00002A9fnaAAB,1696820,Good,C,29694,Web,Other,
001am00002A9fnbAAB,552056,Good,C,25000,Branch,Public,JACK
001am00002A9fncAAB,1143132,Fair,C,25000,Call Center,Other,
001am00002A9fndAAB,3727688,Good,C,65234,Mobile,Subsidiary,
001am00002A9fneAAB,1475292,Fair,C,25817,Call Center,Private,
001am00002A9fnfAAB,3894940,Fair,C,68161,Call Center,Private,
001am00002A9fngAAB,3874516,Good,C,67804,Call Center,Private,
001am00002A9fnhAAB,775584,Good,C,25000,Call Center,Private,
001am00002A9fniAAB,3947440,Fair,C,69080,Branch,Private,
001am00002A9fnjAAB,1163648,Good,C,25000,Branch,Private,
001am00002A9fnkAAB,336796,Good,C,25000,Branch,Private,
001am00002A9fnlAAB,1010340,Good,C,25000,Call Center,Private,
001am00002A9fnmAAB,1442840,Fair,C,25249,Branch,Private,
001am00002A9fnnAAB,3459056,Good,C,60533,Web,Other,
001am00002A9fnoAAB,1473460,Good,C,25785,Web,Private,
001am00002A9fnpAAB,395480,Excellent,C,25000,Mobile,Private,
001am00002A9fnqAAB,2765928,Fair,C,48403,Other,Private,
001am00002A9fnrAAB,750960,Fair,C,25000,Branch,Other,
001am00002A9fnsAAB,3580880,Fair,C,62665,Branch,Private,
001am00002A9fntAAB,3873908,Fair,C,67793,Web,Private,
001am00002A9fnuAAB,1806504,Fair,C,31613,Call Center,Private,
001am00002A9fnvAAB,1701656,Good,C,29778,Branch,Public,ONEI
001am00002A9fnwAAB,913252,Fair,C,25000,Other,Subsidiary,
001am00002A9fnxAAB,2262012,Good,C,39585,Branch,Private,
001am00002A9fnyAAB,2183760,Good,C,38215,Web,Private,
001am00002A9fnzAAB,3832580,Good,C,67070,Other,Subsidiary,
001am00002A9fo0AAB,3871896,Fair,C,67758,Other,Subsidiary,
001am00002A9fo1AAB,1527512,Good,C,26731,Mobile,Private,
001am00002A9fo2AAB,1029860,Fair,C,25000,Branch,Public,HENS
001am00002A9fo3AAB,1843280,Excellent,C,32257,Other,Other,
001am00002A9fo4AAB,1407140,Fair,C,25000,Branch,Private,
001am00002A9fo5AAB,1921916,Fair,C,33633,Branch,Subsidiary,
001am00002A9fo6AAB,1312884,Good,C,25000,Web,Private,
001am00002A9fo7AAB,693200,Poor,C,25000,Call Center,Subsidiary,
001am00002A9fo8AAB,3824620,Good,C,66930,Call Center,Private,
001am00002A9fo9AAB,1936312,Fair,C,33885,Web,Private,
001am00002A9foAAAR,340080,Good,C,25000,Mobile,Public,KING
001am00002A9foBAAR,1258952,Fair,C,25000,Other,Private,
001am00002A9foCAAR,748508,Good,C,25000,Web,Private,
001am00002A9foDAAR,1199748,Fair,C,25000,Mobile,Subsidiary,
001am00002A9foEAAR,980840,Fair,C,25000,Branch,Public,PHAM
001am00002A9foFAAR,3837396,Fair,C,67154,Web,Private,
001am00002A9foGAAR,288932,Fair,C,25000,Call Center,Private,
001am00002A9foHAAR,2053464,Fair,C,35935,Mobile,Private,
001am00002A9foIAAR,393448,Good,C,25000,Mobile,Private,
001am00002A9foJAAR,2885180,Excellent,C,50490,Mobile,Private,
001am00002A9foKAAR,1917740,Fair,C,33560,Call Center,Private,
001am00002A9frZAAR,747200,Fair,C,25000,Mobile,Private,
001am00002A9fraAAB,1606932,Fair,C,28121,Call Center,Private,
001am00002A9frbAAB,2479636,Good,C,43393,Web,Private,
001am00002A9frcAAB,3752408,Good,C,65667,Branch,Private,
001am00002A9frdAAB,736480,Good,C,25000,Other,Public,ATKI
001am00002A9freAAB,3165364,Fair,C,55393,Branch,Other,
001am00002A9frfAAB,3190980,Good,C,55842,Other,Subsidiary,
001am00002A9frgAAB,3006040,Fair,C,52605,Mobile,Private,
001am00002A9frhAAB,3209556,Good,C,56167,Call Center,Private,
001am00002A9friAAB,1410232,Good,C,25000,Web,Public,GILL
001am00002A9frjAAB,2666768,Good,C,46668,Other,Private,
001am00002A9frkAAB,3282044,Fair,C,57435,Mobile,Private,
001am00002A9frlAAB,3450292,Excellent,C,60380,Call Center,Private,
001am00002A9frmAAB,2341796,Good,C,40981,Other,Subsidiary,
001am00002A9frnAAB,2068076,Fair,C,36191,Call Center,Other,
001am00002A9froAAB,370688,Good,C,25000,Mobile,Other,
001am00002A9frpAAB,1874548,Fair,C,32804,Web,Private,
001am00002A9frqAAB,3068748,Fair,C,53703,Mobile,Private,
001am00002A9frrAAB,251892,Good,C,25000,Branch,Private,
001am00002A9frsAAB,3375732,Excellent,C,59075,Call Center,Private,
001am00002A9frtAAB,3591920,Good,C,62858,Call Center,Private,
001am00002A9fruAAB,1858288,Good,C,32520,Other,Private,
001am00002A9frvAAB,1619504,Good,C,28341,Other,Public,HOWA
001am00002A9frwAAB,1071484,Fair,C,25000,Mobile,Private,
001am00002A9frxAAB,2049260,Poor,C,35862,Mobile,Other,
001am00002A9fryAAB,1681248,Good,C,29421,Mobile,Private,
001am00002A9frzAAB,3459756,Good,C,60545,Web,Subsidiary,
001am00002A9fs0AAB,264088,Fair,C,25000,Branch,Private,
001am00002A9fs1AAB,1772584,Excellent,C,31020,Web,Private,
001am00002A9fs2AAB,1356728,Good,C,25000,Mobile,Private,
001am00002A9fs3AAB,797464,Fair,C,25000,Call Center,Private,
001am00002A9fs4AAB,472056,Fair,C,25000,Mobile,Private,
001am00002A9fs5AAB,2708920,Fair,C,47406,Other,Private,
001am00002A9fs6AAB,2238984,Good,C,39182,Mobile,Private,
001am00002A9fs7AAB,3566132,Good,C,62407,Web,Public,FISC
001am00002A9fs8AAB,2790052,Fair,C,48825,Web,Private,
001am00002A9fs9AAB,2231544,Good,C,39052,Call Center,Private,
001am00002A9fsAAAR,3278508,Fair,C,57373,Mobile,Private,
001am00002A9fsBAAR,3985896,Fair,C,69753,Other,Private,
001am00002A9fsCAAR,2302624,Good,C,40295,Web,Private,
001am00002A9fsDAAR,1541904,Fair,C,26983,Branch,Private,
001am00002A9fsEAAR,1136588,Poor,C,25000,Web,Other,
001am00002A9fsFAAR,3872916,Good,C,67776,Web,Private,
001am00002A9fsGAAR,2197184,Good,C,38450,Other,Other,
001am00002A9fsHAAR,1481568,Fair,C,25927,Other,Private,
001am00002A9fsIAAR,3815592,Fair,C,66772,Other,Private,
001am00002A9fsJAAR,656984,Good,C,25000,Other,Subsidiary,
001am00002A9fsKAAR,3069536,Fair,C,53716,Mobile,Subsidiary,
001am00002A9fsLAAR,3706428,Good,C,64862,Branch,Other,
001am00002A9fsMAAR,1803648,Excellent,C,31563,Web,Private,
001am00002A9fsNAAR,2589408,Fair,C,45314,Other,Private,
001am00002A9fsOAAR,1380732,Fair,C,25000,Web,Private,
001am00002A9fsPAAR,3215760,Poor,C,56275,Mobile,Other,
001am00002A9fsQAAR,3945448,Fair,C,69045,Branch,Public,CHRI
001am00002A9fsRAAR,2680744,Good,C,46913,Web,Other,
001am00002A9fsSAAR,2829432,Good,C,49515,Mobile,Private,
001am00002A9fsTAAR,388324,Fair,C,25000,Other,Private,
001am00002A9fsUAAR,2583128,Good,C,45204,Mobile,Private,
001am00002A9fsVAAR,1234048,Good,C,25000,Mobile,Private,
001am00002A9fsWAAR,1481060,Fair,C,25918,Mobile,Subsidiary,
001am00002A9fsXAAR,765060,Good,C,25000,Branch,Private,
001am00002A9fsYAAR,1996520,Good,C,34939,Mobile,Private,
001am00002A9fsZAAR,2663684,Good,C,46614,Other,Other,
001am00002A9fsaAAB,1288612,Fair,C,25000,Web,Other,
001am00002A9fsbAAB,2334784,Good,C,40858,Call Center,Private,
001am00002A9fscAAB,683836,Fair,C,25000,Branch,Private,
001am00002A9fsdAAB,2046592,Fair,C,35815,Web,Public,ROBI
001am00002A9fseAAB,2154132,Good,C,37697,Branch,Private,
001am00002A9fsfAAB,655264,Fair,C,25000,Branch,Private,
001am00002A9fsgAAB,2385856,Fair,C,41752,Branch,Private,
001am00002A9fshAAB,1028372,Poor,C,25000,Other,Private,
001am00002A9fsiAAB,2734316,Fair,C,47850,Mobile,Private,
001am00002A9fsjAAB,719496,Fair,C,25000,Branch,Other,
001am00002A9fskAAB,1081368,Fair,C,25000,Other,Private,
001am00002A9fslAAB,3249140,Fair,C,56859,Web,Private,
001am00002A9fsmAAB,3702844,Fair,C,64799,Web,Subsidiary,
001am00002A9fsnAAB,1835116,Fair,C,32114,Call Center,Public,ALVA
001am00002A9fsoAAB,2331500,Fair,C,40801,Call Center,Public,DIAZ
001am00002A9fspAAB,610888,Good,C,25000,Branch,Private,
001am00002A9fsqAAB,2445368,Good,C,42793,Other,Private,
001am00002A9fsrAAB,985848,Fair,C,25000,Call Center,Public,PARK
001am00002A9fssAAB,677992,Fair,C,25000,Mobile,Private,
001am00002A9fstAAB,3601060,Excellent,C,63018,Web,Private,
001am00002A9fsuAAB,619260,Fair,C,25000,Mobile,Private,
001am00002A9fsvAAB,3459708,Fair,C,60544,Mobile,Private,
001am00002A9fswAAB,1976708,Fair,C,34592,Mobile,Other,
001am00002A9fsxAAB,3015196,Good,C,52765,Mobile,Private,
001am00002A9fsyAAB,1272608,Fair,C,25000,Branch,Private,
001am00002A9fszAAB,236200,Good,C,25000,Mobile,Private,
001am00002A9ft0AAB,3584880,Good,C,62735,Other,Private,
001am00002A9ft1AAB,3426436,Good,C,59962,Web,Private,
001am00002A9ft2AAB,2451800,Fair,C,42906,Mobile,Private,
001am00002A9ft3AAB,3573088,Good,C,62529,Other,Private,
001am00002A9ft4AAB,334876,Good,C,25000,Branch,Private,
001am00002A9ft5AAB,1707764,Fair,C,29885,Branch,Private,
001am00002A9ft6AAB,1281752,Good,C,25000,Mobile,Public,MARS
001am00002A9ft7AAB,2806824,Good,C,49119,Web,Public,SERR
001am00002A9ft8AAB,1324392,Fair,C,25000,Other,Private,
001am00002A9ft9AAB,786772,Good,C,25000,Web,Private,
001am00002A9ftAAAR,2952988,Fair,C,51677,Branch,Private,
001am00002A9ftBAAR,1141056,Good,C,25000,Call Center,Private,
001am00002A9ftCAAR,2863044,Fair,C,50103,Other,Private,
001am00002A9ftDAAR,3868276,Good,C,67694,Branch,Private,
001am00002A9ftEAAR,3828612,Fair,C,67000,Call Center,Private,
001am00002A9ftFAAR,711508,Good,C,25000,Web,Private,
001am00002A9ftGAAR,1430492,Good,C,25033,Web,Private,
001am00002A9ftHAAR,3707352,Good,C,64878,Other,Private,
001am00002A9ftIAAR,2907868,Fair,C,50887,Branch,Private,
001am00002A9ftJAAR,2839956,Fair,C,49699,Web,Private,
001am00002A9ftKAAR,3246116,Good,C,56807,Branch,Public,HALL
001am00002A9ftLAAR,278088,Good,C,25000,Other,Private,
001am00002A9ftMAAR,526056,Excellent,C,25000,Mobile,Subsidiary,
001am00002A9ftNAAR,2057532,Good,C,36006,Call Center,Private,
001am00002A9ftOAAR,401152,Fair,C,25000,Other,Private,
001am00002A9ftPAAR,2713992,Fair,C,47494,Call Center,Private,
001am00002A9ftQAAR,2519064,Good,C,44083,Call Center,Private,
001am00002A9ftRAAR,1132952,Fair,C,25000,Call Center,Subsidiary,
001am00002A9ftSAAR,2683628,Good,C,46963,Branch,Private,
001am00002A9ftTAAR,2137132,Good,C,37399,Other,Private,
001am00002A9ftUAAR,3285668,Good,C,57499,Web,Private,
001am00002A9ftVAAR,1725212,Good,C,30191,Web,Private,
001am00002A9ftWAAR,381940,Fair,C,25000,Mobile,Public,JONE
001am00002A9ftXAAR,1532400,Good,C,26817,Branch,Private,
001am00002A9ftYAAR,471676,Good,C,25000,Call Center,Private,
001am00002A9ftZAAR,305700,Fair,C,25000,Other,Public,GEOR
001am00002A9ftaAAB,219548,Fair,C,25000,Other,Private,
001am00002A9ftbAAB,3435988,Fair,C,60129,Other,Private,
001am00002A9ftcAAB,3081972,Fair,C,53934,Web,Private,
001am00002A9ftdAAB,237384,Good,C,25000,Branch,Private,
001am00002A9fteAAB,384880,Good,C,25000,Call Center,Private,
001am00002A9ftfAAB,2875832,Fair,C,50327,Call Center,Private,
001am00002A9ftgAAB,785296,Good,C,25000,Other,Private,
001am00002A9fthAAB,3450232,Good,C,60379,Call Center,Public,MART
001am00002A9ftiAAB,1251708,Fair,C,25000,Branch,Private,
001am00002A9ftjAAB,668348,Good,C,25000,Other,Public,COOK
001am00002A9ftkAAB,1422792,Fair,C,25000,Web,Private,
001am00002A9ftlAAB,2959868,Fair,C,51797,Call Center,Private,
001am00002A9ftmAAB,2521292,Fair,C,44122,Branch,Private,
001am00002A9ftnAAB,2330044,Good,C,40775,Mobile,Private,
001am00002A9ftoAAB,2096820,Good,C,36694,Mobile,Other,
001am00002A9ftpAAB,264540,Good,C,25000,Mobile,Private,
001am00002A9ftqAAB,1162520,Fair,C,25000,Branch,Private,
001am00002A9ftrAAB,2674828,Fair,C,46809,Call Center,Private,
001am00002A9ftsAAB,502516,Fair,C,25000,Mobile,Private,
001am00002A9fttAAB,3286484,Good,C,57513,Branch,Other,
001am00002A9ftuAAB,832796,Fair,C,25000,Other,Private,
001am00002A9ftvAAB,3739696,Good,C,65444,Mobile,Other,
001am00002A9ftwAAB,3078624,Fair,C,53875,Web,Private,
001am00002A9ftxAAB,1523320,Fair,C,26658,Mobile,Subsidiary,
001am00002A9ftyAAB,2486540,Good,C,43514,Branch,Private,
001am00002A9ftzAAB,2911880,Good,C,50957,Call Center,Private,
001am00002A9fu0AAB,2634004,Fair,C,46095,Call Center,Private,
001am00002A9fu1AAB,415768,Fair,C,25000,Mobile,Subsidiary,
001am00002A9fu2AAB,3894048,Excellent,C,68145,Branch,Private,
001am00002A9fu3AAB,2287280,Good,C,40027,Branch,Private,
001am00002A9fu4AAB,2647888,Fair,C,46338,Call Center,Private,
001am00002A9fu5AAB,291992,Fair,C,25000,Other,Other,
001am00002A9fu6AAB,629648,Excellent,C,25000,Other,Private,
001am00002A9fu7AAB,302812,Fair,C,25000,Web,Private,
001am00002A9fu8AAB,2396100,Fair,C,41931,Branch,Subsidiary,
001am00002A9fu9AAB,3391512,Fair,C,59351,Call Center,Private,
001am00002A9fuAAAR,1998896,Excellent,C,34980,Web,Private,
001am00002A9fuBAAR,3763664,Fair,C,65864,Call Center,Private,
001am00002A9fuCAAR,3447748,Good,C,60335,Web,Private,
001am00002A9fuDAAR,371432,Good,C,25000,Web,Private,
001am00002A9fuEAAR,2163856,Fair,C,37867,Other,Public,ANDE
001am00002A9fuFAAR,3799556,Fair,C,66492,Other,Private,
001am00002A9fuGAAR,3010484,Good,C,52683,Other,Private,
001am00002A9fuHAAR,3507872,Good,C,61387,Branch,Private,
001am00002A9fuIAAR,240744,Good,C,25000,Other,Private,
001am00002A9fuJAAR,2032240,Fair,C,35564,Mobile,Private,
001am00002A9fuKAAR,3084868,Good,C,53985,Other,Private,
001am00002A9fuLAAR,759692,Fair,C,25000,Call Center,Private,
001am00002A9fuMAAR,1531484,Fair,C,26800,Mobile,Private,
001am00002A9fuNAAR,1763728,Excellent,C,30865,Mobile,Private,
001am00002A9fuOAAR,2799840,Good,C,48997,Mobile,Private,
001am00002A9fuPAAR,3543912,Good,C,62018,Other,Private,
001am00002A9fuQAAR,771996,Fair,C,25000,Other,Private,
001am00002A9fuRAAR,3917424,Good,C,68554,Web,Private,
001am00002A9fuSAAR,741368,Fair,C,25000,Call Center,Subsidiary,
001am00002A9fuTAAR,3632308,Fair,C,63565,Mobile,Subsidiary,
001am00002A9fuUAAR,3326784,Good,C,58218,Web,Private,
001am00002A9fuVAAR,3090772,Good,C,54088,Other,Subsidiary,
001am00002A9fuWAAR,2226228,Poor,C,38958,Other,Private,
001am00002A9fuXAAR,3753448,Good,C,65685,Web,Private,
001am00002A9fuYAAR,1481628,Fair,C,25928,Other,Private,
001am00002A9fuZAAR,852692,Good,C,25000,Call Center,Subsidiary,
001am00002A9fuaAAB,928360,Excellent,C,25000,Branch,Private,
001am00002A9fubAAB,3776636,Fair,C,66091,Branch,Private,
001am00002A9fucAAB,3715576,Good,C,65022,Call Center,Private,
001am00002A9fudAAB,2948084,Fair,C,51591,Web,Private,
001am00002A9fueAAB,1348552,Good,C,25000,Mobile,Private,
001am00002A9fufAAB,739868,Good,C,25000,Call Center,Private,
001am00002A9fugAAB,3968032,Good,C,69440,Mobile,Private,
001am00002A9fuhAAB,2465004,Good,C,43137,Other,Private,
001am00002A9fuiAAB,3622600,Good,C,63395,Mobile,Private,
001am00002A9fujAAB,1767612,Fair,C,30933,Other,Private,
001am00002A9fukAAB,1659820,Poor,C,29046,Web,Private,
001am00002A9fulAAB,2940984,Fair,C,51467,Call Center,Private,
001am00002A9fumAAB,1924380,Fair,C,33676,Call Center,Private,
001am00002A9fzdAAB,3619644,Fair,C,63343,Mobile,Private,
001am00002A9fzeAAB,1543836,Fair,C,27017,Web,Private,
001am00002A9fzfAAB,2725732,Fair,C,47700,Web,Private,
001am00002A9fzgAAB,950432,Fair,C,25000,Web,Subsidiary,
001am00002A9fzhAAB,3557044,Good,C,62248,Mobile,Private,
001am00002A9fziAAB,1120956,Good,C,25000,Web,Public,TRAV
001am00002A9fzjAAB,3248192,Good,C,56843,Mobile,Other,
001am00002A9fzkAAB,1946108,Poor,C,34056,Web,Other,
001am00002A9fzlAAB,2169276,Good,C,37962,Other,Private,
001am00002A9fzmAAB,3217808,Good,C,56311,Mobile,Private,
001am00002A9fznAAB,3845856,Good,C,67302,Web,Subsidiary,
001am00002A9fzoAAB,2956500,Good,C,51738,Mobile,Private,
001am00002A9fzpAAB,2496032,Good,C,43680,Web,Private,
001am00002A9fzqAAB,3088204,Good,C,54043,Call Center,Private,
001am00002A9fzrAAB,1541484,Good,C,26975,Branch,Private,
001am00002A9fzsAAB,994928,Fair,C,25000,Call Center,Other,
001am00002A9fztAAB,479388,Fair,C,25000,Call Center,Private,
001am00002A9fzuAAB,1874268,Fair,C,32799,Other,Private,
001am00002A9fzvAAB,841092,Good,C,25000,Mobile,Subsidiary,
001am00002A9fzwAAB,3365108,Fair,C,58889,Other,Private,
001am00002A9fzxAAB,1747108,Good,C,30574,Web,Private,
001am00002A9fzyAAB,1130096,Good,C,25000,Mobile,Other,
001am00002A9fzzAAB,3461868,Fair,C,60582,Branch,Private,
001am00002A9g00AAB,3023336,Fair,C,52908,Mobile,Private,
001am00002A9g01AAB,2055236,Fair,C,35966,Call Center,Private,
001am00002A9g02AAB,1471004,Good,C,25742,Other,Private,
001am00002A9g03AAB,1307068,Fair,C,25000,Call Center,Private,
001am00002A9g04AAB,222224,Fair,C,25000,Branch,Private,
001am00002A9g05AAB,3946904,Good,C,69070,Other,Private,
001am00002A9g06AAB,1789876,Fair,C,31322,Branch,Private,
001am00002A9g07AAB,469488,Good,C,25000,Other,Private,
001am00002A9g08AAB,1135532,Good,C,25000,Mobile,Private,
001am00002A9g09AAB,2158480,Fair,C,37773,Mobile,Private,
001am00002A9g0AAAR,1036524,Fair,C,25000,Call Center,Private,
001am00002A9g0BAAR,2365236,Good,C,41391,Branch,Private,
001am00002A9g0CAAR,1785512,Fair,C,31246,Branch,Private,
001am00002A9g0DAAR,1032180,Fair,C,25000,Call Center,Private,
001am00002A9g0EAAR,3994476,Fair,C,69903,Web,Other,
001am00002A9g0FAAR,2924252,Fair,C,51174,Branch,Private,
001am00002A9g0GAAR,2631876,Fair,C,46057,Mobile,Private,
001am00002A9g0HAAR,2442492,Fair,C,42743,Mobile,Private,
001am00002A9g0IAAR,794928,Poor,C,25000,Web,Public,WHIT
001am00002A9g0JAAR,2246808,Fair,C,39319,Branch,Private,
001am00002A9g0KAAR,738876,Good,C,25000,Mobile,Private,
001am00002A9g0LAAR,2522220,Fair,C,44138,Call Center,Private,
001am00002A9g0MAAR,2855604,Fair,C,49973,Branch,Public,CLIN
001am00002A9g0NAAR,2899620,Fair,C,50743,Call Center,Private,
001am00002A9g0OAAR,458684,Good,C,25000,Call Center,Private,
001am00002A9g0PAAR,562196,Fair,C,25000,Other,Private,
001am00002A9g0QAAR,3290260,Good,C,57579,Web,Private,
001am00002A9g0RAAR,2304072,Good,C,40321,Branch,Private,
001am00002A9g0SAAR,389136,Fair,C,25000,Mobile,Private,
001am00002A9g0TAAR,3556776,Fair,C,62243,Branch,Private,
001am00002A9g0UAAR,2498592,Good,C,43725,Mobile,Private,
001am00002A9g0VAAR,3021576,Fair,C,52877,Web,Private,
001am00002A9g0WAAR,417604,Good,C,25000,Call Center,Subsidiary,
001am00002A9g0XAAR,2746628,Good,C,48065,Other,Other,
001am00002A9g0YAAR,3064556,Poor,C,53629,Mobile,Private,
001am00002A9g0ZAAR,967640,Good,C,25000,Call Center,Private,
001am00002A9g0aAAB,1444020,Fair,C,25270,Call Center,Private,
001am00002A9g0bAAB,649116,Fair,C,25000,Mobile,Private,
001am00002A9g0cAAB,888856,Good,C,25000,Branch,Private,
001am00002A9g0dAAB,1211864,Fair,C,25000,Web,Private,
001am00002A9g0eAAB,1233412,Good,C,25000,Web,Private,
001am00002A9g0fAAB,1424216,Fair,C,25000,Mobile,Private,
001am00002A9g0gAAB,2996568,Good,C,52439,Branch,Private,
001am00002A9g0hAAB,2152600,Good,C,37670,Branch,Private,
001am00002A9g0iAAB,2676520,Good,C,46839,Other,Private,
001am00002A9g0jAAB,1684608,Fair,C,29480,Mobile,Private,
001am00002A9g0kAAB,2217832,Fair,C,38812,Web,Other,
001am00002A9g0lAAB,680688,Good,C,25000,Other,Private,
001am00002A9g0mAAB,1732844,Fair,C,30324,Call Center,Private,
001am00002A9g0nAAB,2943336,Good,C,51508,Branch,Private,
001am00002A9g0oAAB,1623376,Good,C,28409,Branch,Public,TORR
001am00002A9g0pAAB,1861840,Poor,C,32582,Other,Private,
001am00002A9g0qAAB,2191344,Good,C,38348,Web,Private,
001am00002A9g0rAAB,538076,Good,C,25000,Other,Private,
001am00002A9g0sAAB,2404256,Fair,C,42074,Mobile,Private,
001am00002A9g0tAAB,1860056,Fair,C,32550,Mobile,Public,KING
001am00002A9g0uAAB,3843908,Fair,C,67268,Other,Private,
001am00002A9g0vAAB,279968,Fair,C,25000,Web,Private,
001am00002A9g0wAAB,2228436,Good,C,38997,Web,Private,
001am00002A9g0xAAB,2696880,Poor,C,47195,Web,Private,
001am00002A9g0yAAB,2227572,Good,C,38982,Other,Private,
001am00002A9g0zAAB,3278668,Good,C,57376,Mobile,Private,
001am00002A9g10AAB,2391748,Fair,C,41855,Mobile,Other,
001am00002A9g11AAB,3641716,Good,C,63730,Branch,Subsidiary,
001am00002A9g12AAB,1545132,Fair,C,27039,Web,Private,
001am00002A9g13AAB,1576960,Fair,C,27596,Mobile,Private,
001am00002A9g14AAB,1663172,Good,C,29105,Web,Private,
001am00002A9g15AAB,276872,Good,C,25000,Branch,Private,
001am00002A9g16AAB,1376388,Fair,C,25000,Call Center,Private,
001am00002A9g17AAB,2679396,Good,C,46889,Call Center,Public,MARK
001am00002A9g18AAB,1078220,Good,C,25000,Other,Private,
001am00002A9g19AAB,3990516,Good,C,69834,Branch,Private,
001am00002A9g1AAAR,1798144,Fair,C,31467,Other,Private,
001am00002A9g1BAAR,1933988,Fair,C,33844,Branch,Private,
001am00002A9g1CAAR,1497336,Good,C,26203,Call Center,Private,
001am00002A9g1DAAR,2445036,Good,C,42788,Call Center,Private,
001am00002A9g1EAAR,2995440,Good,C,52420,Call Center,Private,
001am00002A9g1FAAR,3742800,Fair,C,65499,Branch,Private,
001am00002A9g1GAAR,1984080,Good,C,34721,Web,Public,TAYL
001am00002A9g1HAAR,1138956,Fair,C,25000,Mobile,Private,
001am00002A9g1IAAR,1817364,Fair,C,31803,Mobile,Private,
001am00002A9g1JAAR,2980268,Good,C,52154,Web,Private,
001am00002A9g1KAAR,277804,Good,C,25000,Mobile,Private,
001am00002A9g1LAAR,1953692,Fair,C,34189,Other,Private,
001am00002A9g1MAAR,3654524,Excellent,C,63954,Other,Public,MONR
001am00002A9g1NAAR,1734388,Good,C,30351,Branch,Private,
001am00002A9g1OAAR,1394192,Good,C,25000,Call Center,Private,
001am00002A9g1PAAR,974680,Good,C,25000,Branch,Private,
001am00002A9g1QAAR,3655532,Good,C,63971,Call Center,Private,
001am00002A9g1RAAR,3181908,Good,C,55683,Mobile,Private,
001am00002A9g1SAAR,580648,Good,C,25000,Branch,Private,
001am00002A9g1TAAR,3584064,Fair,C,62721,Mobile,Private,
001am00002A9g1UAAR,1101296,Fair,C,25000,Mobile,Private,
001am00002A9g1VAAR,1536800,Fair,C,26894,Other,Private,
001am00002A9g1WAAR,3910560,Fair,C,68434,Mobile,Private,
001am00002A9g1XAAR,1502840,Good,C,26299,Mobile,Private,
001am00002A9g1YAAR,2931392,Good,C,51299,Branch,Other,
001am00002A9g1ZAAR,227092,Fair,C,25000,Branch,Private,
001am00002A9g1aAAB,2429476,Good,C,42515,Web,Private,
001am00002A9g1bAAB,923696,Fair,C,25000,Mobile,Private,
001am00002A9g1cAAB,3095340,Fair,C,54168,Branch,Public,STAF
001am00002A9g1dAAB,3606348,Fair,C,63111,Web,Subsidiary,
